Referência (na ocasião do registro ou da renovação de adequação a RDC 134/2003);Princípio ativo;Nome comercial do medicamento similar;Detentor do registro do medicamento similar;Forma Farmacêutica;Concentração;Data da inclusão
Sifrol ER;dicloridrato de pramipexol;Tulipax;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;0,375 MG;15/12/2015
Sifrol ER;dicloridrato de pramipexol;Tulipax;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;0,75 MG;15/12/2015
Sifrol ER;dicloridrato de pramipexol;Tulipax;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;1,50 MG;15/12/2015
Sifrol ER;dicloridrato de pramipexol;Tulipax;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO DE LIBERAÇÃO PROLONGADA;3 MG;15/12/2015
Singulair;montelucaste de sódio;Amisped;SANOFI-AVENTIS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;27/07/2015
Singulair;montelucaste de sódio;Aria;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO MASTIGÁVEL;4 MG;13/11/2015
Singulair;montelucaste de sódio;Aria;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO MASTIGÁVEL;5 MG;13/11/2015
Singulair;montelucaste de sódio;Arodap;EMS S/A;COMPRIMIDO REVESTIDO;10 MG;31/08/2017
Singulair;montelucaste de sódio;Bronsecur;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Singulair;montelucaste de sódio;Moluc;MEDLEY FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;27/07/2015
Singulair;montelucaste de sódio;Monalti;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO REVESTIDO;10 MG;13/09/2015
Singulair;montelucaste de sódio;Monecast;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;28/02/2017
Singulair;montelucaste de sódio;Montelair;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;GRANULADO SIMPLES;4 MG;15/12/2014
Singulair;montelucaste de sódio;Montelair;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO MASTIGÁVEL;5 MG;15/12/2014
Singulair;montelucaste de sódio;Montelair;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO MASTIGÁVEL;4 MG;15/12/2014
Singulair;montelucaste de sódio;Montelair;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Singulair;montelucaste de sódio;Monty;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO MASTIGÁVEL;4 MG;15/12/2015
Singulair;montelucaste de sódio;Monty;ACCORD FARMACÊUTICA LTDA;COMPRIMIDO MASTIGÁVEL;5 MG;15/12/2015
Singulair;montelucaste de sódio;Multiler;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Singulair;montelucaste de sódio;Piemonte;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;10 MG;31/10/2016
Singulair;montelucaste de sódio;Piemonte;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO MASTIGÁVEL;5 MG;15/12/2014
Singulair;montelucaste de sódio;Piemonte;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO MASTIGÁVEL;4 MG;15/12/2014
Singulair;montelucaste de sódio;Sincast;EMS S/A;COMPRIMIDO REVESTIDO;10 MG;31/12/2016
Singulair;montelucaste de sódio;Uniair;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO MASTIGÁVEL;4 MG;15/12/2015
Singulair;montelucaste de sódio;Uniair;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO MASTIGÁVEL;5 MG;15/12/2015
Singulair;montelucaste de sódio;Uniair;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO REVESTIDO;10 MG;15/12/2015
Singulair;montelucaste de sódio;Viatine;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Singulair;montelucaste de sódio;Viatine;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO MASTIGÁVEL;5 MG;15/12/2014
Singulair;montelucaste de sódio;Viatine;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO MASTIGÁVEL;4 MG;15/12/2014
Singulair;montelucaste de sódio;Viatine;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;GRANULADO SIMPLES;4 MG;15/12/2014
Singulair;montelucaste de sódio;Zylcas;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Sinvastacor;sinvastatina;Sinvthal;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;5 MG;01/06/2015
Solu-Medrol;succinato sódico de metilprednisolon a;Solu-Pred;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;PÓ LIÓFILO INJETÁVEL;500 MG;15/12/2014
Solu-Medrol;succinato sódico de metilprednisolon a;Solu-Pred;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;PÓ LIÓFILO INJETÁVEL;1 G;15/12/2014
Solu-Medrol;succinato sódico de metilprednisolon a;Solupren;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;PÓ LIÓFILO + SOLUÇÃO DILUENTE;125 MG;15/12/2014
Solu-Medrol;succinato sódico de metilprednisolon a;Solupren;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;PÓ LIÓFILO + SOLUÇÃO DILUENTE;500 MG;15/12/2014
Solu-Medrol;succinato sódico de metilprednisolon a;Unimedrol;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;125 MG;31/03/2016
Solu-Medrol;succinato sódico de metilprednisolon a;Unimedrol;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;500 MG;31/03/2016
Sorcal;poliestirenossulf onato de cálcio;Calnate;EUROFARMA LABORATÓRIOS S.A.;PÓ ORAL;900 MG/G;15/12/2014
Sorine Adulto;cloridrato de nafazolina;Coristina;HYPERMARCAS S/A;SOLUÇÃO NASAL;0,5 MG/ML;15/12/2014
Sorine Adulto;cloridrato de nafazolina;Narix;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;SOLUÇÃO NASAL;0,5 MG/ML;15/12/2014
Sorine Adulto;cloridrato de nafazolina;Nasaflux;MEDQUIMICA INDÚSTRIA FARMACÊUTICA S.A;SOLUÇÃO NASAL;0,5 MG/ML;15/12/2014
Sorine Adulto;cloridrato de nafazolina;Neosoro;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;SOLUÇÃO NASAL;0,5 MG/ML;26/01/2015
Sorine Adulto;cloridrato de nafazolina;Nortisoro;NORTIS FARMACÊUTICA LTDA - EPP;SOLUÇÃO NASAL;0,5 MG/ML;31/01/2019
Sorine Adulto;cloridrato de nafazolina;Sonarin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;SOLUÇÃO NASAL;0,5 MG/ML;26/01/2015
Sorine Adulto;cloridrato de nafazolina;Soroliv adulto;LABORATÓRIO TEUTO BRASILEIRO S/A;SOLUÇÃO NASAL;0,5 MG/ML;26/01/2015
Sotacor;cloridrato de sotalol;Sotahexal;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;160 MG;15/12/2014
Sovaldi;sofosbuvir;Sophir;BLANVER FARMOQUIMICA E FARMACÊUTICA S.A.;COMPRIMIDO REVESTIDO;400 MG;17/06/2019
Spidufen;ibuprofeno arginina;Summair;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;GRANULADO SIMPLES;770 MG;30/11/2018
Spidufen;ibuprofeno arginina;Summair;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;GRANULADO SIMPLES;1155 MG;30/11/2018
Spidufen;ibuprofeno arginina;Summair;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;770 MG;30/11/2018
Sporanox;itraconazol;Funok;NOVA QUIMICA FARMACÊUTICA S/A;CÁPSULA GELATINOSA DURA;100 MG;31/08/2018
Sporanox;itraconazol;Itralex;EMS S/A;CÁPSULA GELATINOSA DURA;100 MG;31/03/2016
Sporanox;itraconazol;Itraspor;EMS SIGMA PHARMA LTDA;CÁPSULA GELATINOSA DURA;100 MG;28/02/2017
Sporanox;itraconazol;Traxonol;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CÁPSULA GELATINOSA DURA;100 MG;27/07/2015
Stezza;acetato de nomegestrol + estradiol;Iziz;LIBBS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;2,5 MG + 1,5 MG;06/02/2020
Stezza;acetato de nomegestrol + estradiol;Zoely;TEVA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO;2,5 MG + 1,5 MG;15/12/2014
Stiemycin;eritromicina;Ilosone;VALEANT FARMACÊUTICA DO BRASIL LTDA;GEL;20 MG/G;31/03/2019
Stilnox;hemitartarato de zolpidem;Hizolp;EMS S/A;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Insonox;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Insopidem;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Lebazi;NOVARTIS BIOCIENCIAS S.A;COMPRIMIDO REVESTIDO;10 MG;31/08/2018
Stilnox;hemitartarato de zolpidem;Lioram;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO;10 MG;30/04/2017
Stilnox;hemitartarato de zolpidem;Lune;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO;10 MG;30/06/2018
Stilnox;hemitartarato de zolpidem;Noctiden;BIOLAB SANUS FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Pidezot;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;30/06/2018
Stilnox;hemitartarato de zolpidem;Prompt;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;10 MG;30/06/2017
Stilnox;hemitartarato de zolpidem;Riposo;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO;10 MG;31/08/2018
Stilnox;hemitartarato de zolpidem;Sonotrat;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Stilram;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Turno;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;10 MG;31/10/2017
Stilnox;hemitartarato de zolpidem;Zolpaz;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;COMPRIMIDO REVESTIDO;10 MG;27/07/2015
Stilnox;hemitartarato de zolpidem;Zolpirest;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox;hemitartarato de zolpidem;Zylinox;ZYDUS NIKKHO FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Stilnox CR;hemitartarato de zolpidem;Meditivox;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;6,25 MG;11/05/2020
Stilnox CR;hemitartarato de zolpidem;Meditivox;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;12,5 MG;11/05/2020
Stilnox CR;hemitartarato de zolpidem;Lioram;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;6,25 MG;30/04/2017
Stilnox CR;hemitartarato de zolpidem;Lioram;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;12,5 MG;30/04/2017
Stilnox CR;hemitartarato de zolpidem;Sonotrat CR;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;6,25 MG;15/12/2014
Stilnox CR;hemitartarato de zolpidem;Sonotrat CR;MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;12,5 MG;15/12/2014
Stocrin;efavirenz;Evir;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO ORAL;30 MG/ML;31/12/2017
Succinil Colin;cloreto de suxametônio;Succitrat;BLAU FARMACÊUTICA S.A.;PÓ INJETÁVEL;100 MG;15/12/2014
Succinil Colin;cloreto de suxametônio;Succitrat;BLAU FARMACÊUTICA S.A.;PÓ INJETÁVEL;500 MG;15/12/2014
Sufenta;citrato de sufentanila;Fastfen;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO INJETÁVEL;5 MCG/ML;31/12/2017
Sufenta;citrato de sufentanila;Fastfen;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO INJETÁVEL;50 MCG/ML;31/12/2017
Suladrin;sulfadiazina;Furp-Sulfadiazina;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;COMPRIMIDO SIMPLES;500 MG;17/06/2019
Suladrin;sulfadiazina;Sulfazina;THEODORO F SOBRAL & CIA LTDA;COMPRIMIDO SIMPLES;500 MG;15/12/2014
Sulfato de Neomicina Prati;sulfato de neomicina;Neomicon;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;POMADA DERMATOLÓGIC A;5 MG/G;15/12/2014
Sustrate;propatilnitrato;Dainitre;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;10 MG;30/06/2016
Syntocinon;oxitocina sintetica;Oxiton;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;SOLUÇÃO INJETÁVEL;5 UI/ML;15/12/2014
Tagamet;cimetidina;Cimetilab;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;COMPRIMIDO REVESTIDO;200 MG;15/12/2014
Tagamet;cimetidina;Cimetilab;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;COMPRIMIDO REVESTIDO;400 MG;15/12/2014
Tagamet;cimetidina;Furp Cimetidina;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;COMPRIMIDO SIMPLES;200 MG;13/09/2015
Tagamet;cimetidina;Lafepe Cimetidina;LABORATÓRIO FARMACÊUTICO DO ESTADO DE PERNAMBUCO - LAFEPE;COMPRIMIDO SIMPLES;200 MG;15/12/2014
Tagamet;cimetidina;Ulcinax;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;200 MG;30/06/2016
Tagamet;cimetidina;Ulcinax;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;400 MG;30/06/2016
Talsutin;cloridrato de tetraciclina + anfotericina b;Fungitrin;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;CREME VAGINAL;MG/G + 12,5 MG/;15/12/2014
Talsutin;cloridrato de tetraciclina + anfotericina b;Gino-Teracin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;CREME VAGINAL;25 MG/G + 12,5 MG/G;15/12/2014
Talsutin;cloridrato de tetraciclina + anfotericina b;Tricocilin B;EMS S/A;CREME VAGINAL;12,5 MG/G + 25 MG/G;15/12/2014
Tamiflu;fosfato de oseltamivir;Farmanguinhos Oseltamivir;FUNDAÇÃO OSWALDO CRUZ;CÁPSULA GELATINOSA DURA;45 MG;30/06/2016
Tamiflu;fosfato de oseltamivir;Farmanguinhos Oseltamivir;FUNDAÇÃO OSWALDO CRUZ;CÁPSULA GELATINOSA DURA;75 MG;15/12/2014
Tamiram;levofloxacino;Alevo;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO;750 MG;30/06/2016
Tamiram;levofloxacino;Tavok;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO REVESTIDO;750 MG;30/06/2016
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Beserol;SANOFI-AVENTIS FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;27/07/2015
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Flexalgin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;09/12/2019
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Infralax;EMS S/A;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;30/09/2019
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Mioflex A;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;15/12/2015
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Painlida;NORTIS FARMACÊUTICA LTDA - EPP;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;31/01/2019
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Tandene;CELLERA FARMACÊUTICA S.A.;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;30/06/2018
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Tanderalgin;CELLERA FARMACÊUTICA S.A.;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;30/06/2016
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Torsilax;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;15/12/2014
Tandrilax;carisoprodol + diclofenaco sódico + paracetamol + cafeína;Trimusk;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO SIMPLES;125 MG + 50 MG + 300 MG + 30 MG;30/06/2018
Targocid;teicoplanina;Bactomax;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;PÓ LIÓFILO + SOLUÇÃO DILUENTE;66,66 MG/ML;15/12/2014
Targocid;teicoplanina;Bactomax;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;PÓ LIÓFILO + SOLUÇÃO DILUENTE;133,33 MG/ML;15/12/2014
Targocid;teicoplanina;Koplan;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;200 MG;15/12/2014
Targocid;teicoplanina;Koplan;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;400 MG;15/12/2014
Targocid;teicoplanina;Teiconin;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;PÓ LIÓFILO INJETÁVEL;200 MG;15/12/2014
Targocid;teicoplanina;Teiconin;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;PÓ LIÓFILO INJETÁVEL;400 MG;15/12/2014
Targocid;teicoplanina;Teicoplanina;TEVA FARMACÊUTICA LTDA.;PÓ LIÓFILO INJETÁVEL;200 MG;15/12/2014
Targocid;teicoplanina;Teicoplanina;TEVA FARMACÊUTICA LTDA.;PÓ LIÓFILO INJETÁVEL;400 MG;15/12/2014
Targocid;teicoplanina;Teicoston;BLAU FARMACÊUTICA SA;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;66,66 MG/ML;15/12/2014
Targocid;teicoplanina;Teicoston;BLAU FARMACÊUTICA SA;PÓ INJETÁVEL + SOLUÇÃO DILUENTE;133,33 MG/ML;15/12/2014
Targocid;teicoplanina;Teiplan;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ LIÓFILO INJETÁVEL + SOLUÇÃO DILUENTE;400 MG;15/12/2014
Targocid;teicoplanina;Teiplan;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ LIÓFILO INJETÁVEL + SOLUÇÃO DILUENTE;200 MG;15/12/2014
Targocid;teicoplanina;Toplanina;MEIZLER UCB BIOPHARMA S.A.;PÓ LIÓFILO INJETÁVEL;400 MG;15/12/2014
Tavanic;levofloxacino;Citanic;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO REVESTIDO;500 MG;30/06/2016
Tavanic;levofloxacino;Defexin;MYLAN LABORATORIOS LTDA;COMPRIMIDO REVESTIDO;500 MG;28/02/2018
Tavanic;levofloxacino;Lemiflox;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO REVESTIDO;500 MG;15/12/2015
Tavanic;levofloxacino;Levobiot;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;250 MG;15/12/2014
Tavanic;levofloxacino;Levobiot;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;500 MG;15/12/2014
Tavanic;levofloxacino;Levore;CELLERA FARMACÊUTICA S.A.;COMPRIMIDO REVESTIDO;500 MG;30/04/2018
Tavanic;levofloxacino;Levoxin;APSEN FARMACEUTICA S/A;COMPRIMIDO REVESTIDO;250 MG;15/12/2014
Tavanic;levofloxacino;Levoxin;APSEN FARMACEUTICA S/A;COMPRIMIDO REVESTIDO;500 MG;15/12/2014
Tavanic;levofloxacino;Livepax;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO REVESTIDO;500 MG;15/12/2014
Tamiram;levofloxacino;Livepax;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;COMPRIMIDO REVESTIDO;750 MG;17/06/2019
Tavanic;levofloxacino;Tamiram;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO REVESTIDO;500 MG;15/12/2014
Tavanic;levofloxacino;Tavaflox;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;500 MG;15/12/2014
Tavanic;levofloxacino;Tavagran;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;500 MG;15/12/2014
Tavanic;levofloxacino;Turf;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;COMPRIMIDO REVESTIDO;500 MG;31/01/2019
Tavanic;levofloxacino;Vanixol;WYETH INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;500 MG;28/02/2017
Taxol;paclitaxel;Akssus;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;17/06/2019
Taxol;paclitaxel;Evotaxel;HOSPIRA PRODUTOS HOSPITALARES LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2015
Taxol;paclitaxel;Myltol;MYLAN LABORATORIOS LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;31/08/2018
Taxol;paclitaxel;Ontax;LIBBS FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxol;paclitaxel;Onxel;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxol;paclitaxel;Paclimeiz;MEIZLER UCB BIOPHARMA S.A.;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxol;paclitaxel;Paclitax;EUROFARMA LABORATÓRIOS S.A.;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxol;paclitaxel;Pantium;ACCORD FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxol;paclitaxel;Parexel;ZODIAC PRODUTOS FARMACÊUTICOS S/A;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxol;paclitaxel;Tarvexol;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;13/09/2015
Taxol;paclitaxel;Taxilan;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;SOLUÇÃO INJETÁVEL;6 MG/ML;28/02/2017
Taxol;paclitaxel;Tevapacli;TEVA FARMACÊUTICA LTDA.;SOLUÇÃO INJETÁVEL;6 MG/ML;15/12/2014
Taxotere;docetaxel;Doceglennu;GLENMARK FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;20 MG/ML;30/04/2017
Taxotere;docetaxel;Docelibbs;LIBBS FARMACÊUTICA LTDA;SOLUÇAO INJETAVEL + SOLUÇAO DILUENTE;40MG/ML;15/12/2014
Taxotere;docetaxel;Docelibbs;LIBBS FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;20 MG/ML;31/08/2018
Taxotere;docetaxel;Docetere;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;SOLUÇÃO INJETÁVEL;40 MG/ML;15/12/2014
Taxotere;docetaxel;Doceuno;EUROFARMA LABORATÓRIOS S.A.;SOLUÇÃO INJETÁVEL;20 MG/ML;30/11/2018
Taxotere;docetaxel;Oncodocel;ZODIAC PRODUTOS FARMACÊUTICOS S/A;SOLUÇAO INJETAVEL + SOLUÇAO DILUENTE;40MG/ML;15/12/2014
Tazocin;piperacilina sódica + tazobactam sódico;Tazomaz;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ INJETÁVEL;2.000 MG + 250 MG;17/06/2019
Tazocin;piperacilina sódica + tazobactam sódico;Tazomaz;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;PÓ INJETÁVEL;4.000 MG + 500 MG;17/06/2019
Tazocin;piperacilina sódica + tazobactam sódica;Tazpen;AGILA ESPECIALIDADES FARMACÊUTICAS LTDA;PÓ INJETÁVEL;2.000 MG + 250 MG;15/12/2014
Tazocin;piperacilina sódica + tazobactam sódica;Tazpen;AGILA ESPECIALIDADES FARMACÊUTICAS LTDA;PÓ INJETÁVEL;4.000 MG + 500 MG;15/12/2014
Tecnocris;sulfato de vincristina;Dabaz;ACCORD FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;1 MG/ML;15/12/2014
Tecnocris;sulfato de vincristina;Fauldvincri;LIBBS FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;1 MG/ML;15/12/2014
